Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats,Gender
Tom Hendriks,Fortuna Sittard,Holland,Eredivisie,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,58.0,59,55,56,27,57,"186cm | 6'1""",Tall & Normal  (76kg),0,312,649,Male
Andreas Hirtlreiter,Unterhaching,Germany,3. Liga,58,RM,"CF,RW",normal,Controlled Explosive,0.0,200,3,3,M,M,77.0,49,50,63,28,41,"177cm | 5'10""",Avg & Lean  (66kg),1,308,1421,Male
Sam Hornby,Colchester,England,EFL League Two,58,GK,0,normal,Controlled,1100.0,0,1,2,M,M,60.0,57,54,62,51,54,"185cm | 6'1""",Tall & Normal  (80kg),1,338,828,Male
Kristoffer Hoven,Varbergs BoIS,Norway,Allsvenskan,58,ST,CF,normal,Lengthy,0.0,200,3,4,M,M,64.0,56,42,54,22,70,"193cm | 6'4""",Tall & Normal  (93kg),0,308,1405,Male
Sam Howes,Leyton Orient,England,EFL League One,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,59.0,57,59,60,44,57,"190cm | 6'3""",Tall & Lean  (67kg),1,336,797,Male
Kyle Hudlin,Huddersfield,England,EFL Championship,58,ST,CF,normal,Lengthy,0.0,0,3,3,M,L,63.0,58,46,52,25,72,"206cm | 6'9""",Tall & Lean  (85kg),145,316,1434,Male
Rhys Hughes,Tranmere Rovers,Wales,EFL League Two,58,RM,"CM,RW",normal,Controlled,0.0,4.8K,3,3,H,M,66.0,55,57,58,46,54,"180cm | 5'11""",Avg & Normal  (72kg),0,336,1603,Male
Alex Hunt,Grimsby Town,England,EFL League Two,58,CM,CDM,normal,Controlled Explosive,0.0,600,3,3,H,M,70.0,54,54,64,52,43,"170cm | 5'7""",Short & Lean  (60kg),-1,337,1600,Male
Mackenzie Hunt,Everton,England,Premier League,58,LM,"LB,LW",normal,Controlled,0.0,200,2,2,M,M,66.0,49,56,57,53,59,"176cm | 5'9""",Avg & Normal  (73kg),7,340,1599,Male
Hyun Soo Hwang,FC Seoul,Korea Republic,K League 1,58,CB,0,normal,Mostly Lengthy,200.0,0,2,4,M,M,70.0,44,34,40,55,63,"183cm | 6'0""",Avg & Normal  (80kg),0,306,1429,Male
Dragoș Iancu,FC Hermannstadt,Romania,SUPERLIGA,58,LW,"CM,LM",normal,Controlled Explosive,0.0,200,2,3,M,M,73.0,53,53,58,50,51,"180cm | 5'11""",Avg & Lean  (63kg),5,338,1550,Male
Dong Hyuk Im,Jeju United,Korea Republic,K League 1,58,CB,0,normal,Controlled Lengthy,1000.0,0,2,3,M,M,49.0,23,34,32,58,69,"190cm | 6'3""",Tall & Normal  (86kg),0,265,1255,Male
Zeidane Inoussa,Brommapojkarna,Sweden,Allsvenskan,58,LW,"LM,RW",normal,Controlled,0.0,200,2,3,M,M,74.0,58,49,60,25,52,"172cm | 5'8""",Avg & Normal  (67kg),0,318,1469,Male
Robin Jalving,Heracles Almelo,Holland,Eredivisie,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,59.0,54,59,60,26,54,"193cm | 6'4""",Tall & Lean  (81kg),1,312,608,Male
Saikou Janneh,Cambridge Utd,Gambia,EFL League One,58,ST,CF,normal,Controlled Lengthy,0.0,200,2,3,M,M,90.0,55,44,57,29,61,"181cm | 5'11""",Avg & Lean  (79kg),1,336,1504,Male
Jocelyn Janneh,SC Bastia,Sierra Leone,Ligue 2 BKT,58,CDM,0,normal,Controlled,200.0,0,2,3,M,M,65.0,46,51,57,59,62,"178cm | 5'10""",Avg & Normal  (72kg),0,340,1599,Male
Zach Jeacock,Birmingham City,England,EFL Championship,58,GK,0,normal,Controlled,3200.0,0,1,3,M,M,57.0,56,62,62,29,57,"191cm | 6'3""",Tall & Lean  (77kg),2,323,613,Male
Malcolm Jeng,IK Sirius,Sweden,Allsvenskan,58,CB,LB,normal,Controlled,0.0,200,2,3,M,M,68.0,32,51,57,57,60,"185cm | 6'1""",Tall & Normal  (75kg),3,325,1481,Male
Teddy Jenks,Forest Green,England,EFL League Two,58,CM,"CDM,CAM",normal,Lengthy,0.0,550,3,3,M,M,62.0,52,55,58,56,74,"192cm | 6'4""",Tall & Normal  (82kg),0,357,1643,Male
Kacper Jodlowski,Cracovia,Poland,PKO BP Ekstraklasa,58,CDM,0,normal,Controlled Lengthy,200.0,0,2,2,M,H,57.0,36,55,51,55,63,"187cm | 6'2""",Tall & Normal  (80kg),-1,317,1501,Male
Sebastian Joffre,RWD Molenbeek,Bolivia,1A Pro League,58,ST,"CF,RW,LW",normal,Controlled Explosive,0.0,200,2,5,M,M,71.0,57,52,63,19,49,"175cm | 5'9""",Avg & Normal  (70kg),1,311,1477,Male
Alexander Johansson,Brommapojkarna,Sweden,Allsvenskan,58,ST,CF,normal,Controlled,0.0,200,2,3,M,M,67.0,55,45,58,24,55,"183cm | 6'0""",Avg & Lean  (75kg),0,304,1404,Male
Travis Johnson,Crawley Town,England,EFL League Two,58,RB,"RWB,CB",normal,Controlled,0.0,200,2,3,H,M,78.0,24,46,53,52,61,"180cm | 5'11""",Avg & Lean  (70kg),2,314,1407,Male
Charlie Jolley,Tranmere Rovers,England,EFL League Two,58,ST,CF,normal,Controlled,0.0,200,2,3,M,L,67.0,59,44,57,19,55,"177cm | 5'10""",Avg & Normal  (76kg),1,301,1423,Male
Young Jae Joo,GwangJu FC,Korea Republic,K League 1,58,LM,"RM,LW",normal,Controlled,0.0,200,3,3,H,M,65.0,52,48,62,28,41,"173cm | 5'8""",Avg & Normal  (60kg),0,296,1401,Male
Jaze Kabia,Cork City,Republic of Ireland,SSE Airtricity PD,58,RW,"RM,ST",normal,Mostly Explosive,0.0,2.6K,2,4,M,M,83.0,54,47,59,35,51,"175cm | 5'9""",Avg & Lean  (65kg),3,329,1538,Male
Dylan Kadji,Forest Green,England,EFL League Two,58,CDM,CM,normal,Controlled Lengthy,0.0,200,2,2,M,M,60.0,38,50,56,52,69,"188cm | 6'2""",Tall & Lean  (68kg),1,325,1472,Male
Lucas Kåhed,IFK Göteborg,Sweden,Allsvenskan,58,CAM,CM,normal,Controlled Explosive,0.0,200,3,3,M,L,73.0,43,52,65,31,38,"167cm | 5'6""",Short & Lean  (57kg),4,302,1395,Male
Djawal Kaiba,SCR Altach,Cameroon,Ö. Bundesliga,58,CDM,0,normal,Controlled,200.0,0,2,2,M,H,66.0,38,50,57,54,67,"180cm | 5'11""",Avg & Normal  (76kg),1,332,1521,Male
Robin Kalem,Grasshopper Club,Germany,CSSL,58,LM,LW,normal,Controlled Explosive,0.0,200,2,3,M,M,75.0,52,53,58,27,54,"181cm | 5'11""",Avg & Normal  (71kg),0,319,1460,Male
Conor Kane,Drogheda United,Republic of Ireland,SSE Airtricity PD,58,LWB,LB,normal,Controlled Explosive,0.0,200,2,3,M,M,78.0,44,48,57,52,62,"178cm | 5'10""",Avg & Normal  (72kg),2,341,1555,Male
Yusuf Karagöz,Alanyaspor,Turkey,Trendyol Süper Lig,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,60.0,57,56,60,25,55,"195cm | 6'5""",Tall & Normal  (85kg),0,313,639,Male
Laxmikant Kattimani,Hyderabad FC,India,Hero ISL,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,57.0,59,58,60,40,58,"180cm | 5'11""",Avg & Normal  (72kg),0,332,750,Male
Conor Keeley,Drogheda United,Republic of Ireland,SSE Airtricity PD,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,H,39.0,39,36,36,58,70,"200cm | 6'7""",Tall & Stocky  (89kg),2,278,1289,Male
Stijn Keller,Almere City FC,Switzerland,Eredivisie,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,60.0,59,60,58,39,56,"196cm | 6'5""",Tall & Lean  (85kg),0,332,722,Male
Aljoscha Kemlein,Union Berlin,Germany,Bundesliga,58,CDM,0,normal,Controlled,200.0,0,2,3,M,M,61.0,54,57,58,55,60,"185cm | 6'1""",Tall & Lean  (77kg),7,345,1614,Male
Logan Ketterer,CF Montréal,United States,MLS,58,GK,0,normal,Controlled,200.0,0,1,1,M,M,54.0,57,55,52,38,65,"191cm | 6'3""",Tall & Lean  (83kg),0,321,736,Male
Rafiq Khaleel,Crawley Town,Morocco,EFL League Two,58,CAM,"CM,LM",normal,Controlled Explosive,0.0,200,3,3,M,M,75.0,48,54,61,32,43,"177cm | 5'10""",Avg & Lean  (64kg),4,313,1479,Male
Seung Sub Kim,Jeju United,Korea Republic,K League 1,58,LW,"LM,ST",normal,Controlled,0.0,200,3,3,H,M,81.0,54,51,60,26,60,"177cm | 5'10""",Avg & Normal  (65kg),-1,332,1468,Male
Keun Bae Kim,Jeju United,Korea Republic,K League 1,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,60.0,57,57,59,42,56,"187cm | 6'2""",Tall & Normal  (80kg),0,331,805,Male
Gabriel Kirejczyk,Piast Gliwice,Poland,PKO BP Ekstraklasa,58,ST,CF,normal,Lengthy,0.0,200,2,2,M,M,55.0,57,40,53,27,68,"197cm | 6'6""",Tall & Normal  (81kg),1,300,1394,Male
Stefanos Kittos,Apoel FC,Cyprus,Liga Cyprus,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,62.0,59,55,60,24,54,"186cm | 6'1""",Tall & Lean  (75kg),1,314,622,Male
Bartosz Klebaniuk,Pogoń Szczecin,Poland,PKO BP Ekstraklasa,58,GK,0,normal,Controlled,200.0,0,1,1,M,M,57.0,58,55,58,33,59,"191cm | 6'3""",Tall & Normal  (79kg),0,320,637,Male
Davino Knappe,SC Freiburg II,Germany,3. Liga,58,LM,LW,normal,Controlled Explosive,0.0,200,2,3,M,M,69.0,51,53,60,30,49,"180cm | 5'11""",Avg & Lean  (70kg),2,312,1435,Male
Paul Koller,SCR Altach,Austria,Ö. Bundesliga,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,L,H,57.0,26,38,47,56,65,"186cm | 6'1""",Tall & Normal  (77kg),1,289,1304,Male
Nurettin Korkmaz,Kayserispor,Turkey,Trendyol Süper Lig,58,LM,LW,normal,Controlled,0.0,200,2,3,M,L,68.0,56,53,62,30,40,"172cm | 5'8""",Avg & Normal  (70kg),1,309,1431,Male
Marcel Köstenbauer,Austria Klagenfurt,Austria,Ö. Bundesliga,58,GK,0,normal,Controlled,0.0,0,1,3,M,M,60.0,57,55,62,29,53,"189cm | 6'2""",Tall & Normal  (78kg),0,316,606,Male
Louis Köster,Hansa Rostock,Germany,Bundesliga 2,58,CM,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,68.0,46,55,63,56,66,"189cm | 6'2""",Tall & Lean  (80kg),1,354,1629,Male
Mustafa Kourouma,Rot-Weiss Essen,Germany,3. Liga,58,CB,RB,normal,Controlled Lengthy,0.0,200,2,2,M,M,75.0,31,41,46,58,60,"183cm | 6'0""",Avg & Lean  (77kg),-1,311,1412,Male
Jaiden Kucharski,Sydney FC,Australia,A-League,58,ST,"CAM,CF",normal,Controlled Explosive,0.0,200,2,3,H,M,75.0,58,47,60,34,57,"174cm | 5'9""",Avg & Lean  (70kg),2,331,1546,Male
Nishu Kumar,East Bengal,India,Hero ISL,58,RB,"RWB,LB",normal,Controlled Explosive,0.0,200,2,3,M,M,80.0,45,46,52,51,61,"169cm | 5'7""",Short & Normal  (68kg),1,335,1549,Male
Phurba Lachenpa,Mumbai City FC,India,Hero ISL,58,GK,0,normal,Controlled,200.0,0,1,1,M,M,59.0,58,56,59,28,57,"182cm | 6'0""",Avg & Stocky  (78kg),3,317,661,Male
Daniel Lafferty,Sligo Rovers,Northern Ireland,SSE Airtricity PD,58,LB,LWB,normal,Controlled,0.0,200,2,3,M,M,49.0,52,55,56,57,62,"182cm | 6'0""",Avg & Lean  (76kg),1,331,1596,Male
Alessandro Lai,Cosenza,Italy,Serie BKT,58,GK,0,normal,Controlled,200.0,0,1,3,M,M,59.0,57,56,61,33,59,"186cm | 6'1""",Tall & Normal  (78kg),0,325,635,Male
Qasem Lajami,Al Fateh,Saudi Arabia,ROSHN Saudi League,58,CB,0,normal,Controlled,200.0,0,2,3,L,M,68.0,26,43,46,57,69,"177cm | 5'10""",Avg & Lean  (71kg),0,309,1425,Male
Wojciech Laski,Jagiellonia,Poland,PKO BP Ekstraklasa,58,RM,"RWB,LM,RW",normal,Controlled Lengthy,0.0,200,2,3,M,M,70.0,55,54,58,47,61,"186cm | 6'1""",Tall & Normal  (73kg),0,345,1558,Male
Kian Leavy,St. Pats,Republic of Ireland,SSE Airtricity PD,58,RW,RM,normal,Controlled,0.0,200,3,3,M,M,65.0,52,56,60,50,57,"175cm | 5'9""",Avg & Normal  (74kg),0,340,1585,Male
Lewis Leigh,Preston,England,EFL Championship,58,CM,CDM,normal,Controlled,0.0,0,2,3,M,H,64.0,41,57,61,53,50,"172cm | 5'8""",Avg & Lean  (67kg),0,326,1550,Male
Jakub Lewicki,Jagiellonia,Poland,PKO BP Ekstraklasa,58,LM,"LB,LW",normal,Controlled,0.0,200,2,3,M,M,64.0,43,56,57,52,57,"182cm | 6'0""",Avg & Lean  (70kg),1,329,1538,Male
Hailong Li,Shandong Taishan,China PR,CSL,58,RB,"RWB,CM",normal,Controlled,0.0,200,2,2,M,M,66.0,31,48,56,55,59,"180cm | 5'11""",Avg & Lean  (75kg),-2,315,1435,Male
Hong Li,Changchun Yatai,China PR,CSL,58,LB,"CB,LWB",normal,Controlled Lengthy,0.0,200,2,2,L,M,63.0,24,36,43,61,63,"183cm | 6'0""",Avg & Normal  (78kg),1,290,1320,Male
Frank Liivak,Sligo Rovers,Estonia,SSE Airtricity PD,58,RM,"RW,ST",normal,Controlled,0.0,9.9K,2,4,M,L,63.0,58,53,57,33,57,"182cm | 6'0""",Avg & Normal  (79kg),4,321,1494,Male
Gustav Lindgren,Degerfors IF,Sweden,Allsvenskan,58,ST,CF,normal,Controlled,0.0,200,2,3,M,M,60.0,59,48,57,28,56,"180cm | 5'11""",Avg & Normal  (81kg),1,308,1444,Male
Filip Loftesnes-Bjune,Sandefjord,Norway,Eliteserien,58,RB,RWB,normal,Controlled,0.0,200,2,3,M,M,66.0,41,55,57,53,56,"176cm | 5'9""",Avg & Normal  (73kg),1,328,1515,Male
Jez Lofthouse,Brisbane Roar,Australia,A-League,58,LM,LW,normal,Mostly Explosive,0.0,200,3,3,M,M,84.0,49,49,62,37,57,"181cm | 5'11""",Avg & Lean  (70kg),4,338,1549,Male
Andy Lonergan,Everton,England,Premier League,58,GK,0,normal,Controlled,200.0,0,1,1,M,M,56.0,61,47,54,40,62,"192cm | 6'4""",Tall & Normal  (87kg),2,320,752,Male
Wei Long,Qingdao Hainiu,China PR,CSL,58,CDM,0,normal,Controlled,200.0,0,2,2,M,H,54.0,31,51,53,55,65,"182cm | 6'0""",Avg & Normal  (70kg),0,309,1442,Male
Don Deedson Louicius,Odense BK,Haiti,3F Superliga,58,ST,"CF,RW",normal,Controlled Explosive,0.0,200,2,3,M,M,80.0,56,49,61,22,53,"178cm | 5'10""",Avg & Lean  (70kg),3,321,1465,Male
JJ Lunney,Shelbourne,Republic of Ireland,SSE Airtricity PD,58,CM,0,normal,Controlled,200.0,0,2,3,M,M,53.0,54,56,61,55,56,"175cm | 5'9""",Avg & Normal  (70kg),1,335,1599,Male
Dennis Lütke-Frie,B. Dortmund II,Germany,3. Liga,58,CM,0,normal,Controlled,200.0,0,3,3,M,M,65.0,40,58,59,52,61,"181cm | 5'11""",Avg & Lean  (80kg),2,335,1556,Male
Seong Ung Maeng,Jeonbuk Hyundai,Korea Republic,K League 1,58,CM,CDM,normal,Controlled,0.0,200,2,2,M,M,58.0,40,59,55,55,56,"183cm | 6'0""",Avg & Lean  (70kg),0,323,1502,Male
Will Mannion,Cambridge Utd,England,EFL League One,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,58.0,56,55,57,37,58,"186cm | 6'1""",Tall & Normal  (74kg),-1,321,666,Male
Raul Marte,SC Austria,Austria,Ö. Bundesliga,58,LWB,"CB,LB",normal,Controlled Explosive,0.0,0,2,3,M,M,70.0,48,50,62,53,47,"172cm | 5'8""",Avg & Normal  (70kg),-1,330,1521,Male
Yanis Massolin,Clermont Foot 63,France,Ligue 1 Uber Eats,58,LM,"CM,LW",normal,Controlled Lengthy,0.0,0,3,3,M,M,50.0,49,60,56,55,61,"197cm | 6'6""",Tall & Lean  (78kg),4,331,1549,Male
Leo Mätzler,SC Austria,Austria,Ö. Bundesliga,58,CB,CDM,normal,Controlled Lengthy,0.0,200,2,3,M,M,60.0,29,43,45,57,64,"189cm | 6'2""",Tall & Lean  (75kg),0,298,1350,Male
Noah Mawene,Preston,England,EFL Championship,58,CM,CAM,normal,Controlled,0.0,200,2,4,H,M,68.0,54,58,64,45,53,"186cm | 6'1""",Tall & Lean  (74kg),4,342,1596,Male
Jerry Mawihmingthanga,Odisha FC,India,Hero ISL,58,RW,RM,normal,Explosive,0.0,200,3,4,H,M,81.0,49,54,62,27,48,"168cm | 5'6""",Short & Lean  (62kg),1,321,1514,Male
Charlie McCann,Forest Green,Northern Ireland,EFL League Two,58,CDM,"CM,CAM",normal,Controlled Explosive,0.0,200,3,3,M,M,70.0,57,62,65,55,47,"178cm | 5'10""",Avg & Lean  (72kg),0,356,1711,Male
Jason McClelland,St. Pats,Republic of Ireland,SSE Airtricity PD,58,RW,"RM,LW",normal,Controlled,0.0,200,3,3,M,M,63.0,54,56,59,52,52,"175cm | 5'9""",Avg & Lean  (70kg),0,336,1617,Male
Robbie McCourt,Dundalk,Republic of Ireland,SSE Airtricity PD,58,LB,"CB,LWB",normal,Controlled,0.0,200,2,3,M,M,45.0,50,56,58,58,58,"178cm | 5'10""",Avg & Normal  (66kg),0,325,1594,Male
Jordan McEneff,Derry City,Republic of Ireland,SSE Airtricity PD,58,CAM,0,normal,Controlled,200.0,0,4,3,M,M,62.0,49,57,59,42,43,"183cm | 6'0""",Avg & Lean  (76kg),0,312,1485,Male
Tom McGill,Brighton,Canada,Premier League,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,60.0,58,61,60,19,58,"185cm | 6'1""",Tall & Normal  (80kg),6,316,611,Male
Jay McGrath,St. Pats,Republic of Ireland,SSE Airtricity PD,58,CB,0,normal,Controlled,200.0,0,2,3,M,M,64.0,28,44,46,58,59,"185cm | 6'1""",Tall & Normal  (75kg),-1,299,1373,Male
Luke McNicholas,Wrexham AFC,Republic of Ireland,EFL League Two,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,62.0,59,56,60,28,57,"192cm | 6'4""",Tall & Lean  (81kg),2,322,651,Male
Omar Megeed,Hamburger SV,Egypt,Bundesliga 2,58,LW,"LM,CAM",normal,Controlled,0.0,200,3,3,M,M,65.0,53,53,61,27,52,"188cm | 6'2""",Tall & Normal  (77kg),16,311,1409,Male
Matthew Meier,Hallescher FC,Germany,3. Liga,58,CAM,0,normal,Controlled,200.0,0,2,3,H,M,64.0,50,50,66,43,50,"178cm | 5'10""",Avg & Lean  (72kg),2,323,1495,Male
Paul Mensah,Blau-Weiss Linz,Ghana,Ö. Bundesliga,58,RW,"RM,CAM,LW",normal,Controlled Explosive,0.0,200,3,3,H,L,75.0,52,51,62,24,46,"178cm | 5'10""",Avg & Lean  (72kg),0,310,1404,Male
Naeem Mohammed,Halmstads BK,Ghana,Allsvenskan,58,ST,"LM,CF",normal,Mostly Explosive,0.0,200,3,3,M,M,82.0,56,42,64,24,51,"175cm | 5'9""",Avg & Normal  (77kg),0,319,1460,Male
Gavin Molloy,Shelbourne,Republic of Ireland,SSE Airtricity PD,58,CB,"CDM,CM",normal,Controlled,0.0,200,2,3,M,M,51.0,53,53,56,57,62,"179cm | 5'10""",Avg & Normal  (77kg),1,332,1585,Male
Alex Monis,Chicago Fire FC,United States,MLS,58,RM,RW,normal,Controlled Explosive,0.0,200,3,2,H,L,71.0,48,52,60,29,42,"168cm | 5'6""",Short & Normal  (60kg),0,302,1424,Male
Bader Monshi,Damac FC,Saudi Arabia,ROSHN Saudi League,58,CM,CDM,normal,Controlled,0.0,200,2,2,M,M,63.0,44,54,60,56,62,"174cm | 5'9""",Avg & Normal  (73kg),0,339,1553,Male
Niall Morahan,Sligo Rovers,Republic of Ireland,SSE Airtricity PD,58,CDM,CAM,normal,Controlled,0.0,200,2,3,M,M,58.0,50,57,59,55,57,"176cm | 5'9""",Avg & Lean  (66kg),-3,336,1593,Male
Andrew Moran,Blackburn Rovers,Republic of Ireland,EFL Championship,58,CAM,0,normal,Controlled,200.0,0,3,2,M,M,61.0,54,54,63,39,47,"177cm | 5'10""",Avg & Lean  (73kg),5,318,1534,Male
Liam Morrison,Wigan Athletic,Scotland,EFL League One,58,CB,0,normal,Controlled,200.0,0,2,3,M,M,55.0,31,40,47,61,56,"183cm | 6'0""",Avg & Normal  (75kg),0,290,1375,Male
Jaly Mouaddib,FC Botoșani,France,SUPERLIGA,58,CM,CAM,normal,Controlled,0.0,200,3,3,M,M,67.0,50,57,62,46,55,"171cm | 5'7""",Avg & Lean  (65kg),1,337,1560,Male
Jacob Muir,Perth Glory,Australia,A-League,58,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,53.0,27,45,46,56,68,"183cm | 6'0""",Avg & Normal  (75kg),2,295,1340,Male
Jamie Mullins,Brighton,Republic of Ireland,Premier League,58,CAM,0,normal,Controlled,800.0,0,3,3,M,L,57.0,54,51,64,28,40,"171cm | 5'7""",Avg & Lean  (60kg),1,294,1424,Male
Cristóbal Muñoz,Audax Italiano,Chile,Sudamericana,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,M,M,63.0,22,30,34,59,64,"184cm | 6'0""",Avg & Lean  (75kg),0,272,1245,Male
Eric N'Jo,ESTAC Troyes,France,Ligue 2 BKT,58,CB,0,normal,Controlled,200.0,0,2,3,M,M,54.0,29,39,39,62,50,"187cm | 6'2""",Tall & Lean  (80kg),2,273,1301,Male
Halicharan Narzary,Bengaluru FC,India,Hero ISL,58,LW,LM,normal,Controlled Explosive,0.0,200,2,3,L,M,79.0,54,52,59,34,60,"179cm | 5'10""",Avg & Lean  (66kg),1,338,1536,Male
Stephan Negru,Oxford United,Republic of Ireland,EFL League One,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,L,M,54.0,25,41,46,57,64,"186cm | 6'1""",Tall & Lean  (74kg),207,287,1317,Male
Simon Nelson,SCR Altach,Austria,Ö. Bundesliga,58,CB,0,normal,Controlled Lengthy,0.0,0,2,3,M,M,71.0,28,35,43,57,67,"184cm | 6'0""",Avg & Lean  (75kg),0,301,1355,Male
Serge Ngoma,Red Bulls,United States,MLS,58,RM,"RW,ST",normal,Mostly Explosive,0.0,200,4,3,H,M,90.0,47,47,62,38,57,"178cm | 5'10""",Avg & Normal  (75kg),3,341,1503,Male
Abdulaziz Noor,Al Wehda,Sudan,ROSHN Saudi League,58,LM,"RM,ST,LW",normal,Controlled,0.0,200,3,4,H,M,77.0,51,52,58,30,54,"174cm | 5'9""",Avg & Lean  (57kg),5,322,1489,Male
Runar Norheim,Tromsø IL,Norway,Eliteserien,58,CAM,CM,normal,Controlled,0.0,200,3,3,M,M,65.0,48,54,63,46,45,"175cm | 5'9""",Avg & Normal  (65kg),2,321,1517,Male
David Norman Jr.,St. Pats,Canada,SSE Airtricity PD,58,CB,0,normal,Controlled Lengthy,200.0,0,2,3,M,M,60.0,40,49,53,57,63,"188cm | 6'2""",Tall & Lean  (81kg),0,322,1499,Male
Mitchy Ntelo,Sp. Charleroi,Belgium,1A Pro League,58,ST,CF,normal,Controlled,0.0,200,2,3,M,H,79.0,54,39,60,18,63,"183cm | 6'0""",Avg & Normal  (77kg),2,313,1446,Male
Jim O'Brien,Notts County,Scotland,EFL League Two,58,CM,0,normal,Controlled Lengthy,200.0,0,3,4,M,M,43.0,57,60,59,51,63,"183cm | 6'0""",Avg & Normal  (64kg),3,333,1633,Male
Gatlin O'Donkor,Oxford United,England,EFL League One,58,ST,CF,normal,Controlled,0.0,200,2,3,M,M,72.0,58,44,61,25,62,"183cm | 6'0""",Avg & Normal  (64kg),3,322,1475,Male
Gino Olguin,Central Córdoba,Argentina,LPF,58,CM,0,normal,Controlled,200.0,0,2,2,M,M,65.0,48,59,58,52,58,"181cm | 5'11""",Avg & Normal  (77kg),0,340,1583,Male
Nicolas-Bernd Oliveira,Hamburger SV,Germany,Bundesliga 2,58,RB,"RWB,LB",normal,Controlled,0.0,200,2,3,M,M,68.0,32,50,55,54,55,"187cm | 6'2""",Tall & Normal  (81kg),7,314,1421,Male
Filip Olsson,IK Sirius,Sweden,Allsvenskan,58,CM,0,normal,Controlled,200.0,0,2,3,M,M,71.0,51,56,58,49,57,"188cm | 6'2""",Tall & Normal  (80kg),1,342,1572,Male
Oskar Opsahl,Tromsø IL,Norway,Eliteserien,58,LWB,"LB,LM",normal,Controlled Explosive,0.0,200,2,3,H,M,73.0,39,51,57,52,58,"178cm | 5'10""",Avg & Lean  (64kg),0,330,1518,Male
Danilo Orsi,Crawley Town,England,EFL League Two,58,ST,CF,normal,Controlled,0.0,200,3,3,H,M,73.0,57,46,59,24,60,"188cm | 6'2""",Tall & Normal  (73kg),3,319,1485,Male
Lorenz Otto,SSV Ulm 1846,Germany,3. Liga,58,GK,0,normal,Controlled,200.0,0,1,2,M,M,61.0,56,54,59,26,57,"189cm | 6'2""",Tall & Normal  (83kg),2,313,632,Male
Tunde Owolabi,Cork City,Belgium,SSE Airtricity PD,58,ST,CF,normal,Controlled Lengthy,0.0,8.5K,2,3,M,L,82.0,57,41,56,34,67,"183cm | 6'0""",Avg & Normal  (76kg),3,337,1557,Male
Andrea Padula,FCU 1948,Italy,SUPERLIGA,58,LB,"RB,LWB",normal,Controlled Lengthy,0.0,200,2,3,M,M,65.0,31,48,56,54,61,"183cm | 6'0""",Avg & Normal  (73kg),0,315,1425,Male
Dan Panait,SC Oțelul Galați,Romania,SUPERLIGA,58,LB,LWB,normal,Controlled Explosive,0.0,200,2,3,M,M,72.0,25,51,56,51,60,"174cm | 5'9""",Avg & Normal  (78kg),0,315,1420,Male
Ishan Pandita,Kerala Blasters,India,Hero ISL,58,ST,CF,normal,Controlled Lengthy,0.0,200,2,3,H,L,70.0,57,48,56,23,62,"182cm | 6'0""",Avg & Normal  (78kg),0,316,1475,Male
Chu Young Park,Ulsan Hyundai,Korea Republic,K League 1,58,ST,CF,normal,Controlled,0.0,200,3,4,H,L,43.0,60,60,57,35,52,"182cm | 6'0""",Avg & Normal  (75kg),0,307,1562,Male
Stefan Parkes,Fulham,England,Premier League,58,LB,"CB,LWB",normal,Controlled,0.0,700,2,2,M,M,59.0,35,45,53,58,62,"182cm | 6'0""",Avg & Lean  (78kg),2,312,1465,Male
Alex Parsons,Brisbane Roar,Australia,A-League,58,RM,"LM,RW",normal,Mostly Explosive,0.0,200,3,3,H,L,84.0,57,48,63,24,52,"180cm | 5'11""",Avg & Normal  (75kg),4,328,1469,Male
Alem Pasic,Blau-Weiss Linz,Austria,Ö. Bundesliga,58,CB,0,normal,Controlled Lengthy,200.0,0,2,2,L,H,63.0,26,32,32,59,68,"194cm | 6'4""",Tall & Normal  (82kg),0,280,1300,Male
Sebastian Pasquali,Western United,Australia,A-League,58,CM,CDM,normal,Controlled,0.0,200,3,4,M,M,55.0,49,59,62,54,55,"176cm | 5'9""",Avg & Lean  (70kg),0,334,1567,Male
